State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"L","Good","2574","02742000002492","ALLEGHENY","Neville Township","OB02   CORAOPOLIS-NEV ISL","CORAOPOLIS BR","OHIO R BK CHN;CSX RR;RD","COUNTY HIGHWAY AGENCY","1110","57165","5","Steel","I-welded beams","1995","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","2580","02742352552396","ALLEGHENY","Dravosburg Borough","MA26   MAPLE AV UNDERPASS","PGH-MCKEESPORT BL","MAPLE AVENUE","COUNTY HIGHWAY AGENCY","62","4898","1","Concrete (cast in place)","Frame culvert","1952","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","2587","02743000001002","ALLEGHENY","Etna Borough","430002 DEWEY ST BRIDGE","DEWEY ST","LITTLE PINE CREEK","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","43","1668.40","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1981","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","2616","02744500001002","ALLEGHENY","Millvale Borough","445002 AT FRANKLIN ST","NORTH AV","GIRTYS RUN","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","31","1860","1","Prestressed precast concrete (P/S)","Box beam - adj","1982","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","2635","02744630182885","ALLEGHENY","Monroeville Borough","TC05   THOMPSON CRK NO. 5","BEATTY RD","THOMPSON RUN","COUNTY HIGHWAY AGENCY","20","640","1","Steel","Pipe-arch culvert","1987","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","2640","02744633132922","ALLEGHENY","Monroeville Borough","TL12   TURTLE CREEK NO 12","MONRV-TURTL CRK RD","TURTLE CREEK BRANCH","COUNTY HIGHWAY AGENCY","22","737","1","Concrete (cast in place)","Rigid frame","1990","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","2646","02744851492254","ALLEGHENY","Munhall Borough","HV04   HOMEVILLE CR # 4","RAVINE ST","HOMESTEAD RUN","COUNTY HIGHWAY AGENCY","30","981","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1920","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","2680","02746000002289","ALLEGHENY","Sewickley Hills Borough","KL09   KILBUCK RUN NO. 9","GLENFIELD RD","KILBUCK RUN","COUNTY HIGHWAY AGENCY","28","938","1","Prestressed precast concrete (P/S)","Box beam - adj","2003","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","40164","02743900001001","ALLEGHENY","Ingram Borough","439001 N/OXBOW/SMILAX ST","CENTER ST","PAT BR LOC 9054","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","87","3654","1","Steel","I-welded beams","1996","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","40361","02744851472256","ALLEGHENY","Munhall Borough","HV06 HOMEVILLE CR #6","HOMSTEAD-DUQ RD","HOMEVILLE CREEK","COUNTY HIGHWAY AGENCY","31","1054","1","Steel","I beams","1997","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","40365","02747351492258","ALLEGHENY","West Mifflin Borough","HV0805 HOMEVILLE CRK #8","GREENSPRING AVE","BR HOMESTEAD RUN","COUNTY HIGHWAY AGENCY","27","958.50","1","Steel","I beams","1997","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","40379","02721462937474","ALLEGHENY","North Fayette Township","MT14 MONTOUR RUN #14","CLIFF MINE RD","MONTOUR RUN","COUNTY HIGHWAY AGENCY","20","780","1","Concrete (cast in place)","Box culvert","1998","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","40788","02730100003147","ALLEGHENY","Pittsburgh City","301147 GATEWAY BLVD / CSX","HOT METAL STREET","CSX RAILROAD TUNNEL","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","73","5037","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2000","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","40945","02720442432587","ALLEGHENY","Forward Township","PG07 PANGBURN HOLLOW RD#7","PANGBURN HOLLOW RD","PERRY MILL RUN","COUNTY HIGHWAY AGENCY","25","787.50","1","Concrete (cast in place)","Box culvert","2000","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","40946","02720442432589","ALLEGHENY","Forward Township","PG09 PANGBURN HOLLOW RD#9","PANGBURN HOLLOW RD","PERRY MILL RUN","COUNTY HIGHWAY AGENCY","24","784.80","1","Concrete (cast in place)","Box culvert","2000","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","40968","02720721052602","ALLEGHENY","Hampton Township","PI0202 PINE CREEK #2","DUNCAN AVENUE","PINE CREEK","COUNTY HIGHWAY AGENCY","61","2476.60","1","Steel","I beams","2000","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","42018","02730100003150","ALLEGHENY","Pittsburgh City","RELOCATED FT PITT BLVD EB","RELOCATED FT PITT","MON WHARF FLOOD WALLS","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","351","8248.50","3","Prestressed precast concrete (P/S)","I beams","2002","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","42334","02730100003149","ALLEGHENY","Pittsburgh City","10 TH STREET BYPASS","10TH ST BYPASS","PEDESTRIAN WALKWAY","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","76","5738","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2002","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","44333","02744100001002","ALLEGHENY","Leetdale Borough","Mike Maruca Memorial Br","First Street","SR 65 N-S RR","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","278","12621.20","2","Steel","I-welded beams","2007","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","45729","02730300002247","ALLEGHENY","Duquesne City","FO02 Duquesne Flyover","S. LINDEN ST.","N-S RR","COUNTY HIGHWAY AGENCY","86","5271.80","1","Steel","Girder weld/deck","2009","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","45850","02711200001002","ALLEGHENY","Ohara Township","1.3 Mi. SW of Glenshaw","Calmwood Drive","East Little Pine Creek","TOWN OR TOWNSHIP HIGHWAY AGENCY","40","732","1","Prestressed precast concrete (P/S)","Box beam - adj","2010","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","46801","02730400000004","ALLEGHENY","McKeesport City","FO03 MCKEESPORT FLYOVER","COURSIN STREET","CSX & UNION RR","COUNTY HIGHWAY AGENCY","101","4999.50","1","Steel","I-welded beams","2011","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","46806","02722000002166","ALLEGHENY","West Deer Township","DL06 LIT DEER CRK NO 6","MCKRELL RD","LITTLE DEER CREEK","COUNTY HIGHWAY AGENCY","36","2160","1","Concrete (precast)","Arch deck - closed","2011","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","7 - Good","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","46944","02721300002061","ALLEGHENY","Moon Township","BG01 BOGGS RUN 1","SPRING RUN RD EXT","BOGGS RUN","COUNTY HIGHWAY AGENCY","30","1182","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2011","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","47018","02711200001004","ALLEGHENY","Ohara Township","Off Old Freeport Rd","Zaenger Drive","Squaw Run","TOWN OR TOWNSHIP HIGHWAY AGENCY","26","676","1","Concrete (precast)","Frame culvert","2004","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","47270","02711623033701","ALLEGHENY","Ross Township","PS01 PINE CREEK, SOUTH BR","THOMPSON RUN RD","PINE CREEK SOUTH","COUNTY HIGHWAY AGENCY","40","1456","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2012","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","48142","02720400000408","ALLEGHENY","Forward Township","PG04 PANGBURN HOLLOW #4","PANGBURN HOLLOW RD","PERRYMILL RUN","COUNTY HIGHWAY AGENCY","28","952","1","Concrete (cast in place)","Box culvert","2012","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","48173","02720400002586","ALLEGHENY","Forward Township","PG05   PANGBURN HOLLOW #5","PANGBURN HOLLOW RD","PERRY MILL RUN","COUNTY HIGHWAY AGENCY","25","800","1","Concrete (cast in place)","Box culvert","2012","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","48206","02730100003100","ALLEGHENY","Pittsburgh City","301100 OV RR&PAT BSWY9804","SOUTH HIGHLAND AVE","ELLSWORTH, E BUSWAY, NSR","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","117","7289.10","2","Steel","I beams","2013","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","48285","02742900001004","ALLEGHENY","Emsworth Borough","75' S OF RT 65","HERRON AV","LOWRIES RUN","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","83","2988","1","Steel","I-welded beams","2013","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","52500","02742900001003","ALLEGHENY","Emsworth Borough","429003 OFFCAMP HORNE RD E","GIBSON ST","LOWRIES RUN","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","44","814","1","Steel","I beams","2015","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","52624","02745600002348","ALLEGHENY","Rankin Borough","FO05 Carrie Furnace Conn.","Carrie Furnace Con","CSX RR","COUNTY HIGHWAY AGENCY","380","22230","2","Steel","I-welded beams","2015","OPEN, NO RESTRICTION","N/A","N/A","9 - Excellent","9 - Excellent","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","52733","02721200001911","ALLEGHENY","Marshall Township","BH03 Brush Creek No. 3","Thorn Hill Dr.","Brush Creek","COUNTY HIGHWAY AGENCY","31","1364","2","Concrete (precast)","Box culvert","2015","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","53368","02721700001004","ALLEGHENY","Richland Township","200' N Int w/ Valencia Rd","Dambach Ave","Breakneck Creek","TOWN OR TOWNSHIP HIGHWAY AGENCY","25","452.50","1","Prestressed precast concrete (P/S)","Box beam - adj","2013","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","54464","02711800002621","ALLEGHENY","Shaler Township","PI11 Pine Creek #11","East Pennview St.","Pine Creek","COUNTY HIGHWAY AGENCY","70","2849","1","Prestressed precast concrete (P/S)","Box beam - adj","2017","OPEN, NO RESTRICTION","N/A","N/A","9 - Excellent","9 - Excellent","9 - Excellent","N - Not applicable.","SPC","null"
"L","Good","54496","02730100003932","ALLEGHENY","Pittsburgh City","Greenfield Av ovr I-376","Greenfield Ave","I-376 Parkway East","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","468","25178.40","3","Steel","Arch deck - open","2017","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","9 - Excellent","N - Not applicable.","SPC","null"
"L","Good","54694","02730100003094","ALLEGHENY","Pittsburgh City","Term. of Old Brown's  Hil","MCFARREN ST.","Nine Mile Run","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","130","3705","1","Steel","I-welded beams","2020","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","55724","02730100009708","ALLEGHENY","Pittsburgh City","City Side of Wabash Tunne","Wabash HOV Ramp","NS RR, Parking Lot","OTHER LOCAL AGENCIES","874","31027","8","Steel","I-welded beams","2004","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","55956","02746300009615","ALLEGHENY","Swissvale Borough","Borough of Swissvale","East Busway","South Braddock Avenue","OTHER LOCAL AGENCIES","90","2781","1","Steel","I-riveted beams","2002","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","55959","02747800009610","ALLEGHENY","Wilkinsburg Borough","Borough of Wilkinsburg","East Busway","Wood Street","OTHER LOCAL AGENCIES","65","2008.50","1","Steel","I-welded beams","2002","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","55960","02747800009611","ALLEGHENY","Wilkinsburg Borough","Borough of Wilkinsburg","East Busway","Rebecca Avenue","OTHER LOCAL AGENCIES","68","2101.20","1","Steel","I-welded beams","2002","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","7 - Good","N - Not applicable.","SPC","null"
"L","Good","55973","02711700001005","ALLEGHENY","Scott Township","Idlewood Avenue","Idlewood Avenue","Whiskey Run","TOWN OR TOWNSHIP HIGHWAY AGENCY","22","481.80","1","Concrete (precast)","Box culvert","2018","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","7 - Good","SPC","null"
"L","Good","56656","02746300000000","ALLEGHENY","Swissvale Borough","NS01 KENMAWR BRIDGE","Braddock Avenue","Norfolk Southern RR","COUNTY HIGHWAY AGENCY","124","5121.20","2","Steel","I beams","2021","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","57070","02711200001001","ALLEGHENY","Ohara Township","112001 O'HARA TWP","Brownshill Road","Little Pine Creek","TOWN OR TOWNSHIP HIGHWAY AGENCY","37","1202.50","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2019","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","57085","02720900002156","ALLEGHENY","Harmar Township","DL05   LIT DEER CRK NO. 5","JACOBY ROAD","LITTLE DEER CREEK","COUNTY HIGHWAY AGENCY","54","1371.60","1","Concrete (precast)","T-beams","2020","OPEN, NO RESTRICTION","N/A","N/A","9 - Excellent","9 - Excellent","7 - Good","N - Not applicable.","SPC","null"
"L","Good","57402","02711900002757","ALLEGHENY","South Fayette Township","RS04   ROBINSON RUNSBR #4","Station Street","Robinson Run","COUNTY HIGHWAY AGENCY","61","1970.30","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2019","OPEN, NO RESTRICTION","N/A","N/A","9 - Excellent","9 - Excellent","8 - Very Good","N - Not applicable.","SPC","null"
"L","Good","68612","02746600002637","ALLEGHENY","Plum Borough","PM06  - PLUM CREEK NO. 6","STOTLER RD","PLUM CREEK","COUNTY HIGHWAY AGENCY","33","841.50","1","Concrete (precast)","Arch culvert","2021","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","9 - Excellent","SPC","null"
"L","Fair","1041","02027900160998","ALLEGHENY","Pittsburgh City","301132 OV 1021 2D (3132)","TRIPOLI STREET","I279,I579 NB&SB,HOV","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","264","14176.80","2","Steel","I-welded beams","1987","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","1042","02027900161235","ALLEGHENY","Pittsburgh City","301133 NORTH SIDE (3133)","NORTH AV","I279,I579 NB&SB, HOV","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","255","11398.50","2","Steel","I-welded beams","1987","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","1062","02730100003137","ALLEGHENY","Pittsburgh City","D11137 OVER I-279","EAST ST","I-279(LR 1021-3)","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","450","20520","3","Steel","Rigid frame","1986","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","1230","02730100003008","ALLEGHENY","Pittsburgh City","301008 BAUM BLVD BRDG # 2","BAUM BL","N-S RR  PAT EAST BUSWAY","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","370","22200","3","Steel","I-welded beams","1913","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","1310","02088502300771","ALLEGHENY","Pittsburgh City","MA08   GLENWOOD BRIDGE","GLENWOOD BR","MON R,3 RRS,CARSON ST","COUNTY HIGHWAY AGENCY","2276","170700","11","Steel","Truss - deck","1966","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2114","02710200002077","ALLEGHENY","Scott Township","CC17   CHARTIERS CRK # 17","VANADIUM RD","CHARTIERS CREEK","COUNTY HIGHWAY AGENCY","206","8961","2","Steel","I-welded beams","1984","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2119","02710300001001","ALLEGHENY","Crescent Township","103001 SHOUSETOWN BR-PQ28","MAIN ST","CSX RAILROAD","TOWN OR TOWNSHIP HIGHWAY AGENCY","76","2470","1","Prestressed precast concrete (P/S)","Box beam - adj","1988","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2120","02710300002197","ALLEGHENY","Crescent Township","FU07 OFF FLAUGHERTY RUN R","PRIVATE ACCESS RD","FLAUGHERTY RUN","COUNTY HIGHWAY AGENCY","45","517.50","1","Steel","I beams","1934","POSTED FOR LOAD","18","25","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2130","02710500001001","ALLEGHENY","Elizabeth Township","AT SR 2017 INTERSECTION","BERDAR DRIVE","GILLESPIE RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","28","750.40","1","Steel","Arch deck - closed","1985","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2134","02710500001005","ALLEGHENY","Elizabeth Township","AT SR 2017 INTERSECTION","SCOTT HILL ROAD","GILLESPIE RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","30","804","1","Steel","Arch deck - closed","1985","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2135","02710523152991","ALLEGHENY","Elizabeth Township","YR01   YOUGHIOGHENYRIV #1","SUTERSVILLE BR","YOUGHIOGHENY RIVER","COUNTY HIGHWAY AGENCY","606","23997.60","4","Steel","I-welded beams","1986","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2144","02710542692138","ALLEGHENY","Elizabeth Township","DG08   DOUGLAS RUN # 8","ROUND HILL RD","DOUGLAS RUN, BRANCH","COUNTY HIGHWAY AGENCY","21","1806","1","Concrete encased steel","I beams","1901","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2151","02710800001001","ALLEGHENY","McCandless Township","108001 OVER PINE CREEK","BLAZIER DR","PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","80","2880","3","Steel","Pipe culvert","1975","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2154","02710800001004","ALLEGHENY","McCandless Township","108004 TOWN OF MCCANDLESS","OAKRIDGE DR","PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","70","1540","3","Steel","Pipe culvert","1975","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2155","02710800001005","ALLEGHENY","McCandless Township","108005 OVER PINE CREEK","MEINERT RD","PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","28","588","2","Concrete (cast in place)","Box culvert","1980","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2156","02710800001006","ALLEGHENY","McCandless Township","108006 0.3 MI N OF RT 19","OLD PERRY HW","ABANDONED RR,RAVINE","TOWN OR TOWNSHIP HIGHWAY AGENCY","43","1526.50","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1940","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2160","02710811702608","ALLEGHENY","McCandless Township","PI08   PINE CREEK #8,N PK","KUMMER RD","PINE CREEK","COUNTY HIGHWAY AGENCY","41","2091","1","Concrete (cast in place)","Frame culvert","1936","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","null"
"L","Fair","2161","02710812012657","ALLEGHENY","McCandless Township","PN07 PINE CRK, N BR # 7","MCKINNEY RD","PINE CREEK,NORTH BRANCH","COUNTY HIGHWAY AGENCY","25","735","1","Prestressed precast concrete (P/S)","Slab (solid)","1939","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","9 - Excellent","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2162","02710812452266","ALLEGHENY","McCandless Township","IW01   IRWIN RUN NO. 1","PEARCE MILL RD","IRWIN RUN","COUNTY HIGHWAY AGENCY","23","1154.60","1","Concrete (cast in place)","Arch deck - closed","1936","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2163","02710813242653","ALLEGHENY","McCandless Township","PN03   PINE CREEK,N BR,#3","WALTER RD","PINE CREEK NORTH BRANCH","COUNTY HIGHWAY AGENCY","56","3388","1","Concrete (cast in place)","Frame culvert","1939","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","null"
"L","Fair","2168","02711062302494","ALLEGHENY","Stowe Township","OB04   FLEMING PARK BRDG","FLEMING PARK BR","OHIO RIVER BC & CSXT RR","COUNTY HIGHWAY AGENCY","807","46644.60","5","Steel","Truss - thru","1955","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2173","02711223452837","ALLEGHENY","Ohara Township","SQ07   SQUAW RUN NO. 7","OLD FREEPORT ROAD","LITTLE SQUAW RUN","COUNTY HIGHWAY AGENCY","21","682.50","1","Prestressed precast concrete (P/S)","Slab (solid)","1991","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2174","02711331795713","ALLEGHENY","Penn Hills Township","SD03   SHADES RUN BR # 3","LINCOLN RD","SHADES RUN","COUNTY HIGHWAY AGENCY","399","16957.50","3","Steel","I-welded beams","1987","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2178","02711333172056","ALLEGHENY","Penn Hills Township","BI01   B & LE RR NO. 1","UNIVERSAL RD","UNION RAILROAD","COUNTY HIGHWAY AGENCY","94","3337","3","Steel","I beams","1923","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2191","02711500002091","ALLEGHENY","Robinson Township","CM01 .5 MI S/BALDWIN RD","CAMPBELLS RUN RD","CAMPBELLS RUN","COUNTY HIGHWAY AGENCY","37","1036","1","Concrete (cast in place)","Frame culvert","1938","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2201","02711600001003","ALLEGHENY","Ross Township","116003 ROSS TOWNSHIP","BROOKVIEW LN","GIRTYS RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","59","1593","3","Steel","I beams","1950","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2203","02711600002554","ALLEGHENY","Ross Township","PD04   BELLEVUE RD BRIDGE","BELLEVUE RD","SR 0279","COUNTY HIGHWAY AGENCY","250","10500","2","Steel","I-welded beams","1988","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2206","02711610892985","ALLEGHENY","Ross Township","XP05   LEVI BIRD DUFF BRG","CORNELL AV","I-279 PKWY N,SPRUCE RUN","COUNTY HIGHWAY AGENCY","830","34445","5","Steel","I-welded beams","1983","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2218","02711700001001","ALLEGHENY","Scott Township","117001 OLD BOWER HILL RD","OLD BOWER HILL RD","POHC & W&KE RR","TOWN OR TOWNSHIP HIGHWAY AGENCY","450","14625","3","Steel","I-welded beams","1993","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
